customer_sk,gender,customer_age,has_driving_license,previously_insured,region,age_band
134,Female,25,1,1,49.0,18-25
135,Female,27,1,1,8.0,26-35
136,Female,43,1,0,41.0,36-45
137,Female,59,1,0,39.0,46-60
138,Female,23,1,0,36.0,18-25
139,Male,36,1,1,28.0,36-45
140,Male,21,1,1,29.0,18-25
141,Female,21,1,1,46.0,18-25
142,Female,47,1,1,41.0,46-60
143,Male,25,1,1,28.0,18-25
144,Female,32,1,0,46.0,26-35
145,Male,21,1,1,3.0,18-25
146,Male,23,1,0,28.0,18-25
147,Female,27,1,1,30.0,26-35
148,Male,20,1,1,39.0,18-25
149,Female,38,1,0,28.0,36-45
150,Female,22,1,1,11.0,18-25
151,Male,25,1,0,8.0,18-25
152,Male,27,1,0,28.0,26-35
153,Male,51,1,0,19.0,46-60
154,Male,53,1,1,28.0,46-60
155,Female,24,1,1,22.0,18-25
156,Female,49,1,0,28.0,46-60
157,Female,41,1,0,28.0,36-45
158,Male,41,1,0,35.0,36-45
159,Female,23,1,0,47.0,18-25
160,Female,31,1,1,15.0,26-35
161,Male,20,1,1,3.0,18-25
162,Male,70,1,1,25.0,60+
163,Male,78,1,1,28.0,60+
164,Female,31,1,1,28.0,26-35
165,Female,48,1,1,36.0,46-60
166,Male,25,1,1,30.0,18-25
167,Female,28,1,0,44.0,26-35
168,Female,26,1,0,8.0,26-35
169,Female,60,1,1,28.0,46-60
170,Female,28,1,1,8.0,26-35
171,Male,23,1,1,36.0,18-25
172,Male,22,1,1,36.0,18-25
173,Female,50,1,0,28.0,46-60
174,Female,33,1,1,36.0,26-35
175,Male,24,1,1,35.0,18-25
176,Female,22,1,1,36.0,18-25
177,Male,25,1,1,28.0,18-25
178,Male,60,1,0,45.0,46-60
179,Male,46,1,0,28.0,46-60
180,Female,45,1,0,46.0,36-45
181,Male,30,1,1,28.0,26-35
182,Male,52,1,0,0.0,46-60
183,Male,47,1,1,15.0,46-60
184,Male,59,1,1,41.0,46-60
185,Female,51,1,0,28.0,46-60
186,Male,52,1,1,0.0,46-60
187,Male,48,1,0,8.0,46-60
188,Male,42,1,0,37.0,36-45
189,Female,45,1,0,28.0,36-45
190,Female,27,1,1,11.0,26-35
191,Female,28,1,1,8.0,26-35
192,Female,24,1,1,16.0,18-25
193,Male,32,1,1,46.0,26-35
194,Male,21,1,0,47.0,18-25
195,Male,39,1,1,28.0,36-45
196,Male,55,1,1,30.0,46-60
197,Female,56,1,0,15.0,46-60
198,Male,42,1,0,3.0,36-45
199,Female,26,1,1,26.0,26-35
200,Female,42,1,0,28.0,36-45
201,Male,55,1,0,28.0,46-60
202,Female,41,1,0,28.0,36-45
203,Male,22,1,1,11.0,18-25
204,Male,42,1,0,8.0,36-45
205,Female,30,1,0,28.0,26-35
206,Male,21,1,0,30.0,18-25
207,Female,23,1,1,46.0,18-25
208,Female,21,1,0,6.0,18-25
209,Male,24,1,1,6.0,18-25
210,Male,26,1,0,37.0,26-35
211,Female,48,1,1,28.0,46-60
212,Male,45,1,0,28.0,36-45
213,Male,44,1,0,28.0,36-45
214,Male,42,1,0,45.0,36-45
215,Male,44,1,0,2.0,36-45
216,Female,25,1,0,9.0,18-25
217,Female,60,1,0,28.0,46-60
218,Female,21,1,0,46.0,18-25
219,Male,22,1,0,15.0,18-25
220,Male,23,1,1,41.0,18-25
221,Female,44,1,1,28.0,36-45
222,Male,40,1,0,20.0,36-45
223,Male,21,1,1,27.0,18-25
224,Female,61,1,0,28.0,60+
225,Male,75,1,0,28.0,60+
226,Female,53,1,1,28.0,46-60
227,Male,37,1,1,8.0,36-45
228,Male,29,1,1,28.0,26-35
229,Male,32,1,0,50.0,26-35
230,Female,64,1,1,28.0,60+
231,Male,42,1,0,31.0,36-45
232,Male,24,1,0,47.0,18-25
233,Male,53,1,0,0.0,46-60
234,Male,62,1,0,15.0,60+
235,Male,25,1,1,46.0,18-25
236,Male,23,1,0,39.0,18-25
237,Female,48,1,0,33.0,46-60
238,Male,28,1,1,15.0,26-35
239,Male,33,1,1,3.0,26-35
240,Female,63,1,0,28.0,60+
241,Male,22,1,1,46.0,18-25
242,Male,27,1,1,3.0,26-35
243,Female,36,1,0,28.0,36-45
244,Male,49,1,0,28.0,46-60
245,Female,39,1,0,46.0,36-45
246,Female,21,1,0,11.0,18-25
247,Female,57,1,0,46.0,46-60
248,Female,43,1,0,28.0,36-45
249,Female,25,1,0,27.0,18-25
250,Male,41,1,1,11.0,36-45
251,Male,33,1,1,31.0,26-35
252,Male,23,1,1,12.0,18-25
253,Female,20,1,0,34.0,18-25
254,Male,36,1,1,28.0,36-45
255,Male,21,1,1,13.0,18-25
256,Female,57,1,0,28.0,46-60
257,Male,25,1,1,28.0,18-25
258,Female,24,1,0,46.0,18-25
259,Male,67,1,1,28.0,60+
260,Male,24,1,1,13.0,18-25
261,Male,54,1,0,28.0,46-60
262,Female,22,1,1,12.0,18-25
263,Male,45,1,1,30.0,36-45
264,Male,22,1,1,36.0,18-25
265,Male,24,1,0,28.0,18-25
266,Female,22,1,1,11.0,18-25
267,Male,48,1,0,28.0,46-60
268,Female,28,1,1,21.0,26-35
269,Female,27,1,0,50.0,26-35
270,Male,49,1,1,46.0,46-60
271,Male,62,1,0,8.0,60+
272,Male,45,1,0,28.0,36-45
273,Female,60,1,0,6.0,46-60
274,Female,20,1,0,17.0,18-25
275,Female,38,1,0,10.0,36-45
276,Female,52,1,0,31.0,46-60
277,Female,36,1,0,15.0,36-45
278,Male,55,1,0,28.0,46-60
279,Female,20,1,0,35.0,18-25
280,Male,25,1,1,28.0,18-25
281,Male,25,1,0,39.0,18-25
282,Female,54,1,0,41.0,46-60
283,Female,21,1,1,14.0,18-25
284,Male,40,1,0,48.0,36-45
285,Male,36,1,0,28.0,36-45
286,Male,42,1,0,15.0,36-45
287,Male,24,1,1,10.0,18-25
288,Male,39,1,0,28.0,36-45
289,Male,26,1,0,10.0,26-35
290,Male,64,1,0,8.0,60+
291,Female,25,1,1,47.0,18-25
292,Female,22,1,1,13.0,18-25
293,Female,43,1,0,3.0,36-45
294,Female,28,1,1,6.0,26-35
295,Male,22,1,1,13.0,18-25
296,Female,26,1,0,16.0,26-35
297,Female,22,1,0,46.0,18-25
298,Male,60,1,0,8.0,46-60
299,Female,49,1,0,31.0,46-60
300,Male,22,1,1,21.0,18-25
301,Male,21,1,1,29.0,18-25
302,Male,67,1,0,28.0,60+
303,Female,35,1,0,28.0,26-35
304,Female,24,1,1,33.0,18-25
305,Male,24,1,1,11.0,18-25
306,Male,24,1,1,15.0,18-25
307,Female,28,1,1,41.0,26-35
308,Female,24,1,1,30.0,18-25
309,Male,71,1,0,28.0,60+
310,Male,26,1,1,35.0,26-35
311,Female,45,1,0,28.0,36-45
312,Female,59,1,0,39.0,46-60
313,Female,26,1,1,28.0,26-35
314,Female,24,1,1,46.0,18-25
315,Male,42,1,0,8.0,36-45
316,Male,20,1,0,12.0,18-25
317,Male,54,1,1,6.0,46-60
318,Male,48,1,1,8.0,46-60
319,Male,59,1,0,41.0,46-60
320,Male,43,1,1,5.0,36-45
321,Female,40,1,0,29.0,36-45
322,Male,77,1,1,50.0,60+
323,Female,22,1,0,28.0,18-25
324,Female,35,1,0,28.0,26-35
325,Male,24,1,1,8.0,18-25
326,Female,24,1,1,33.0,18-25
327,Female,26,1,1,47.0,26-35
328,Male,26,1,1,30.0,26-35
329,Male,39,1,0,28.0,36-45
330,Female,52,1,0,45.0,46-60
331,Male,20,1,1,28.0,18-25
332,Male,69,1,0,28.0,60+
333,Female,28,1,1,46.0,26-35
334,Male,44,1,0,28.0,36-45
335,Female,22,1,1,8.0,18-25
336,Male,20,1,1,29.0,18-25
337,Male,21,1,1,8.0,18-25
338,Male,23,1,1,18.0,18-25
339,Male,36,1,0,8.0,36-45
340,Female,69,1,0,28.0,60+
341,Male,27,1,0,15.0,26-35
342,Male,47,1,1,41.0,46-60
343,Female,49,1,0,28.0,46-60
344,Male,25,1,1,25.0,18-25
345,Female,21,1,1,29.0,18-25
346,Male,42,1,0,38.0,36-45
347,Male,22,1,0,37.0,18-25
348,Female,42,1,0,28.0,36-45
349,Female,31,1,0,28.0,26-35
350,Female,60,1,1,36.0,46-60
351,Male,46,1,0,29.0,46-60
352,Female,23,1,1,46.0,18-25
353,Female,22,1,1,30.0,18-25
354,Male,20,1,1,8.0,18-25
355,Male,57,1,0,28.0,46-60
356,Female,29,1,1,28.0,26-35
357,Male,22,1,1,46.0,18-25
358,Female,22,1,0,36.0,18-25
359,Male,43,1,0,28.0,36-45
360,Male,54,1,0,15.0,46-60
361,Male,44,1,0,28.0,36-45
362,Female,23,1,1,8.0,18-25
363,Female,50,1,0,28.0,46-60
364,Male,50,1,1,28.0,46-60
365,Female,44,1,0,41.0,36-45
366,Male,22,1,1,46.0,18-25
367,Male,31,1,0,24.0,26-35
368,Female,20,1,0,12.0,18-25
369,Male,52,1,1,30.0,46-60
370,Male,58,1,1,28.0,46-60
371,Male,59,1,0,49.0,46-60
372,Female,25,1,1,8.0,18-25
373,Male,45,1,0,28.0,36-45
374,Male,44,1,1,46.0,36-45
375,Female,38,1,0,29.0,36-45
376,Male,38,1,0,28.0,36-45
377,Male,23,1,1,27.0,18-25
378,Female,78,1,1,46.0,60+
379,Male,20,1,1,35.0,18-25
380,Male,25,1,0,11.0,18-25
381,Male,47,1,1,28.0,46-60
382,Male,66,1,0,31.0,60+
383,Female,55,1,0,28.0,46-60
384,Female,24,1,0,8.0,18-25
385,Male,26,1,1,8.0,26-35
386,Female,22,1,1,28.0,18-25
387,Female,34,1,0,28.0,26-35
388,Male,66,1,0,28.0,60+
389,Female,44,1,0,28.0,36-45
390,Male,21,1,0,13.0,18-25
391,Male,20,1,0,46.0,18-25
392,Male,22,1,1,50.0,18-25
393,Female,25,1,0,37.0,18-25
394,Female,49,1,0,29.0,46-60
395,Male,50,1,0,31.0,46-60
396,Male,75,1,1,8.0,60+
397,Male,31,1,0,28.0,26-35
398,Male,21,1,0,28.0,18-25
399,Female,47,1,0,15.0,46-60
400,Male,59,1,0,28.0,46-60
401,Male,23,1,0,47.0,18-25
402,Male,65,1,0,28.0,60+
403,Female,27,1,0,33.0,26-35
404,Male,49,1,0,28.0,46-60
405,Male,51,1,0,28.0,46-60
406,Female,66,1,0,47.0,60+
407,Male,45,1,0,28.0,36-45
408,Female,45,1,1,35.0,36-45
409,Female,68,1,1,30.0,60+
410,Male,47,1,0,28.0,46-60
411,Male,28,1,0,6.0,26-35
412,Female,25,1,0,40.0,18-25
413,Female,51,1,0,28.0,46-60
414,Female,24,1,1,6.0,18-25
415,Female,25,1,1,43.0,18-25
416,Female,24,1,0,43.0,18-25
417,Male,41,1,0,21.0,36-45
418,Male,29,1,0,46.0,26-35
419,Female,22,1,1,46.0,18-25
420,Female,38,1,1,38.0,36-45
421,Female,26,1,1,8.0,26-35
422,Male,23,1,1,6.0,18-25
423,Female,36,1,0,46.0,36-45
424,Female,37,1,0,28.0,36-45
425,Female,21,1,1,8.0,18-25
426,Female,24,1,0,13.0,18-25
427,Male,22,1,1,46.0,18-25
428,Male,54,1,1,28.0,46-60
429,Female,21,1,0,34.0,18-25
430,Female,44,1,0,28.0,36-45
431,Male,48,1,0,8.0,46-60
432,Male,42,1,0,11.0,36-45
433,Female,45,1,0,28.0,36-45
434,Male,25,1,1,16.0,18-25
435,Male,76,1,1,15.0,60+
436,Male,64,1,0,28.0,60+
437,Male,29,1,0,8.0,26-35
438,Female,28,1,1,14.0,26-35
439,Female,24,1,1,46.0,18-25
440,Female,49,1,0,8.0,46-60
441,Male,53,1,0,39.0,46-60
442,Female,67,1,0,29.0,60+
443,Male,54,1,0,33.0,46-60
444,Female,25,1,1,23.0,18-25
445,Female,21,1,1,30.0,18-25
446,Female,39,1,0,28.0,36-45
447,Male,54,1,0,35.0,46-60
448,Female,24,1,0,32.0,18-25
449,Female,23,1,1,2.0,18-25
450,Male,33,1,1,15.0,26-35
451,Female,23,1,0,37.0,18-25
452,Female,23,1,0,21.0,18-25
453,Male,47,1,1,46.0,46-60
454,Male,63,1,0,28.0,60+
455,Female,27,1,0,10.0,26-35
456,Male,49,1,0,8.0,46-60
457,Male,29,1,0,28.0,26-35
458,Male,46,1,0,33.0,46-60
459,Male,33,1,1,11.0,26-35
460,Male,40,1,1,8.0,36-45
461,Female,30,1,0,49.0,26-35
462,Male,52,1,0,28.0,46-60
463,Male,23,1,1,35.0,18-25
464,Male,70,1,0,28.0,60+
465,Male,24,1,0,2.0,18-25
466,Male,42,1,0,33.0,36-45
467,Male,70,1,0,8.0,60+
468,Female,22,1,0,46.0,18-25
469,Male,70,1,1,7.0,60+
470,Female,23,1,1,28.0,18-25
471,Female,74,1,0,28.0,60+
472,Female,22,1,0,43.0,18-25
473,Female,66,1,0,28.0,60+
474,Female,24,1,0,8.0,18-25
475,Male,40,1,0,28.0,36-45
476,Male,59,1,1,8.0,46-60
477,Female,23,1,0,27.0,18-25
478,Male,45,1,0,46.0,36-45
479,Female,22,1,1,44.0,18-25
480,Male,30,1,0,28.0,26-35
481,Male,73,1,0,29.0,60+
482,Female,33,1,0,7.0,26-35
483,Female,25,1,1,2.0,18-25
484,Female,44,1,0,28.0,36-45
485,Female,36,1,0,8.0,36-45
486,Male,69,1,1,46.0,60+
487,Male,79,1,0,45.0,60+
488,Female,24,1,1,28.0,18-25
489,Male,72,1,1,8.0,60+
490,Female,39,1,0,28.0,36-45
491,Female,62,1,0,28.0,60+
492,Male,43,1,0,18.0,36-45
493,Male,29,1,0,37.0,26-35
494,Female,20,1,1,28.0,18-25
495,Female,27,1,1,46.0,26-35
496,Male,20,1,0,8.0,18-25
497,Male,22,1,0,35.0,18-25
498,Male,56,1,0,28.0,46-60
499,Female,28,1,1,50.0,26-35
500,Male,20,1,1,36.0,18-25
501,Male,23,1,0,21.0,18-25
502,Female,31,1,1,15.0,26-35
503,Female,31,1,1,15.0,26-35
504,Female,51,1,0,28.0,46-60
505,Female,23,1,1,37.0,18-25
506,Male,37,1,0,28.0,36-45
507,Female,25,1,0,28.0,18-25
508,Female,25,1,1,28.0,18-25
509,Female,22,1,1,28.0,18-25
510,Female,31,1,1,18.0,26-35
511,Female,22,1,1,46.0,18-25
512,Male,29,1,1,7.0,26-35
513,Female,38,1,0,45.0,36-45
514,Female,26,1,1,15.0,26-35
515,Female,22,1,0,37.0,18-25
516,Female,70,1,0,28.0,60+
517,Male,58,1,0,28.0,46-60
518,Male,52,1,0,12.0,46-60
519,Male,49,1,0,28.0,46-60
520,Female,24,1,0,30.0,18-25
521,Female,24,1,1,30.0,18-25
522,Female,76,1,0,8.0,60+
523,Female,22,1,0,3.0,18-25
524,Female,23,1,1,43.0,18-25
525,Male,24,1,1,8.0,18-25
526,Female,25,1,0,47.0,18-25
527,Male,33,1,1,46.0,26-35
528,Male,51,1,1,18.0,46-60
529,Female,48,1,0,27.0,46-60
530,Male,38,1,0,48.0,36-45
531,Female,21,1,1,7.0,18-25
532,Male,36,1,1,9.0,36-45
533,Female,22,1,1,28.0,18-25
534,Male,53,1,1,28.0,46-60
535,Male,45,1,1,46.0,36-45
536,Male,24,1,1,15.0,18-25
537,Male,46,1,1,11.0,46-60
538,Female,57,1,1,41.0,46-60
539,Male,41,1,0,28.0,36-45
540,Male,45,1,0,28.0,36-45
541,Male,47,1,0,31.0,46-60
542,Male,51,1,0,41.0,46-60
543,Female,24,1,0,15.0,18-25
544,Male,57,1,0,28.0,46-60
545,Female,25,1,1,8.0,18-25
546,Male,46,1,1,8.0,46-60
547,Male,38,1,0,28.0,36-45
548,Female,48,1,0,28.0,46-60
549,Male,22,1,1,46.0,18-25
550,Male,27,1,1,46.0,26-35
551,Male,33,1,1,43.0,26-35
552,Male,23,1,1,47.0,18-25
553,Female,44,1,1,28.0,36-45
554,Female,24,1,1,41.0,18-25
555,Male,39,1,0,38.0,36-45
556,Female,21,1,1,13.0,18-25
557,Male,25,1,1,15.0,18-25
558,Female,51,1,0,33.0,46-60
559,Female,27,1,1,28.0,26-35
560,Female,42,1,0,8.0,36-45
561,Female,23,1,1,44.0,18-25
562,Male,36,1,1,28.0,36-45
563,Male,50,1,0,28.0,46-60
564,Male,69,0,0,33.0,60+
565,Male,24,1,1,11.0,18-25
566,Male,57,1,0,7.0,46-60
567,Female,32,1,0,43.0,26-35
568,Male,68,1,0,8.0,60+
569,Male,40,1,0,4.0,36-45
570,Male,37,1,0,30.0,36-45
571,Female,27,1,1,17.0,26-35
572,Female,21,1,0,47.0,18-25
573,Female,46,1,0,28.0,46-60
574,Male,55,1,0,28.0,46-60
575,Male,79,1,0,29.0,60+
576,Female,22,1,0,8.0,18-25
577,Female,52,1,0,7.0,46-60
578,Male,22,1,1,30.0,18-25
579,Female,24,1,0,28.0,18-25
580,Male,32,1,1,21.0,26-35
581,Male,40,1,0,28.0,36-45
582,Female,23,1,1,8.0,18-25
583,Male,56,1,1,6.0,46-60
584,Male,57,1,0,28.0,46-60
585,Male,24,1,1,15.0,18-25
586,Female,27,1,1,33.0,26-35
587,Male,21,1,0,26.0,18-25
588,Female,72,1,0,28.0,60+
589,Female,25,1,0,6.0,18-25
590,Female,21,1,1,7.0,18-25
591,Male,24,1,0,45.0,18-25
592,Female,25,1,1,24.0,18-25
593,Male,26,1,1,30.0,26-35
594,Female,75,1,1,46.0,60+
595,Female,24,1,1,41.0,18-25
596,Male,66,1,0,14.0,60+
597,Female,23,1,1,41.0,18-25
598,Female,49,1,0,46.0,46-60
599,Male,42,1,0,41.0,36-45
600,Female,25,1,1,23.0,18-25
601,Male,21,1,1,29.0,18-25
602,Female,23,1,1,28.0,18-25
603,Female,38,1,0,28.0,36-45
604,Male,44,1,0,35.0,36-45
605,Male,25,1,0,28.0,18-25
606,Male,38,1,0,28.0,36-45
607,Female,24,1,1,13.0,18-25
608,Female,23,1,0,27.0,18-25
609,Female,43,1,1,28.0,36-45
610,Female,30,1,0,26.0,26-35
611,Female,49,1,1,28.0,46-60
612,Female,22,1,1,30.0,18-25
613,Female,45,1,0,8.0,36-45
614,Male,72,1,0,28.0,60+
615,Male,25,1,1,8.0,18-25
616,Male,64,1,1,28.0,60+
617,Male,46,1,0,28.0,46-60
618,Male,84,1,1,28.0,60+
619,Male,46,1,0,28.0,46-60
620,Female,41,1,0,28.0,36-45
621,Male,73,1,0,46.0,60+
622,Female,43,1,0,28.0,36-45
623,Male,47,1,0,9.0,46-60
624,Male,55,1,1,28.0,46-60
625,Female,45,1,0,37.0,36-45
626,Female,24,1,1,11.0,18-25
627,Male,44,1,0,23.0,36-45
628,Male,42,1,0,28.0,36-45
629,Female,24,1,1,3.0,18-25
630,Female,27,1,0,15.0,26-35
631,Male,21,1,1,26.0,18-25
632,Female,22,1,1,40.0,18-25
633,Female,22,1,1,14.0,18-25
634,Female,44,1,0,40.0,36-45
635,Male,21,1,0,4.0,18-25
636,Male,36,1,0,46.0,36-45
637,Male,24,1,1,28.0,18-25
638,Female,53,1,0,8.0,46-60
639,Male,52,1,1,28.0,46-60
640,Male,23,1,1,35.0,18-25
641,Female,49,1,1,48.0,46-60
642,Female,23,1,1,29.0,18-25
643,Female,23,1,1,41.0,18-25
644,Male,40,1,0,28.0,36-45
645,Male,23,1,1,15.0,18-25
646,Female,21,1,1,36.0,18-25
647,Male,30,1,0,28.0,26-35
648,Male,57,1,1,46.0,46-60
649,Male,55,1,1,28.0,46-60
650,Male,50,1,0,4.0,46-60
651,Female,44,1,0,28.0,36-45
652,Male,25,1,0,28.0,18-25
653,Male,43,1,0,23.0,36-45
654,Male,24,1,1,41.0,18-25
655,Female,59,1,0,18.0,46-60
656,Male,23,1,0,44.0,18-25
657,Male,53,1,0,13.0,46-60
658,Male,23,1,1,46.0,18-25
659,Male,24,1,1,36.0,18-25
660,Female,24,1,0,28.0,18-25
661,Male,60,1,0,28.0,46-60
662,Female,34,1,0,29.0,26-35
663,Male,29,1,1,28.0,26-35
664,Female,21,1,1,46.0,18-25
665,Male,25,1,1,14.0,18-25
666,Female,45,1,1,35.0,36-45
667,Female,22,1,1,47.0,18-25
668,Male,55,1,1,17.0,46-60
669,Male,45,1,0,33.0,36-45
670,Female,23,1,1,28.0,18-25
671,Male,26,1,1,47.0,26-35
672,Male,68,1,0,28.0,60+
673,Female,63,1,0,28.0,60+
674,Male,27,1,1,36.0,26-35
675,Female,37,1,0,28.0,36-45
676,Female,48,1,1,28.0,46-60
677,Female,35,1,0,35.0,26-35
678,Male,71,1,1,28.0,60+
679,Male,31,1,0,39.0,26-35
680,Male,53,1,0,29.0,46-60
681,Male,22,1,1,41.0,18-25
682,Female,67,1,0,41.0,60+
683,Female,76,1,1,28.0,60+
684,Female,47,1,0,30.0,46-60
685,Male,36,1,0,35.0,36-45
686,Male,46,1,0,28.0,46-60
687,Female,35,1,0,3.0,26-35
688,Female,66,1,0,8.0,60+
689,Male,61,1,0,8.0,60+
690,Female,23,1,1,41.0,18-25
691,Male,44,1,0,28.0,36-45
692,Female,22,1,0,11.0,18-25
693,Female,28,1,1,11.0,26-35
694,Female,38,1,0,46.0,36-45
695,Female,48,1,0,10.0,46-60
696,Male,41,1,0,28.0,36-45
697,Female,31,1,1,8.0,26-35
698,Male,42,1,1,8.0,36-45
699,Male,48,1,1,41.0,46-60
700,Male,42,1,0,28.0,36-45
701,Female,24,1,1,47.0,18-25
702,Male,76,1,1,3.0,60+
703,Female,43,1,0,28.0,36-45
704,Female,25,1,1,28.0,18-25
705,Male,43,1,0,28.0,36-45
706,Female,35,1,0,46.0,26-35
707,Female,24,1,1,11.0,18-25
708,Male,46,1,0,8.0,46-60
709,Female,45,1,1,28.0,36-45
710,Male,24,1,1,49.0,18-25
711,Female,46,1,0,0.0,46-60
712,Female,33,1,0,28.0,26-35
713,Male,23,1,1,18.0,18-25
714,Male,38,1,0,39.0,36-45
715,Male,47,1,0,26.0,46-60
716,Female,26,1,1,46.0,26-35
717,Male,44,1,0,8.0,36-45
718,Male,23,1,0,29.0,18-25
719,Male,36,1,0,8.0,36-45
720,Male,40,1,0,8.0,36-45
721,Male,24,1,1,10.0,18-25
722,Male,39,1,0,18.0,36-45
723,Female,42,1,1,28.0,36-45
724,Female,76,1,1,29.0,60+
725,Female,31,1,1,10.0,26-35
726,Female,21,1,0,15.0,18-25
727,Male,48,1,1,37.0,46-60
728,Female,23,1,0,27.0,18-25
729,Male,28,1,1,9.0,26-35
730,Female,43,1,0,28.0,36-45
731,Male,35,1,0,28.0,26-35
732,Female,35,1,0,28.0,26-35
733,Male,77,1,0,28.0,60+
734,Female,24,1,1,33.0,18-25
735,Male,50,1,0,28.0,46-60
736,Female,69,1,0,28.0,60+
737,Female,24,1,0,37.0,18-25
