policy_sk,policy_id,policy_type,coverage_type,policy_status,active_flag,policy_tenure,policy_tenure_band,source_system,load_date
24,ID88568,Third Party,Gold,Active,True,0.462364123171075,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
25,ID49766,Third Party,Silver,Active,True,0.158700645243949,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
26,ID49814,Comprehensive,Basic,Active,True,0.564406654254312,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
27,ID49941,Comprehensive,Silver,Active,True,0.265285866816036,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
28,ID49851,Comprehensive,Gold,Active,True,0.082006524486087,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
29,ID18621,Comprehensive,Basic,Active,True,0.103755049439811,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
30,ID00075,Comprehensive,Silver,Active,True,1.19471042243915,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
31,ID30031,Comprehensive,Silver,Active,True,0.692171725015106,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
32,ID78366,Third Party,Silver,Active,True,0.316628518190203,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
33,ID50396,Comprehensive,Gold,Active,True,0.135795166921356,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
34,ID18295,Comprehensive,Silver,Active,True,1.24558930324783,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
35,ID50345,Comprehensive,Silver,Expired,False,0.363904609603314,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
36,ID50381,Third Party,Silver,Active,True,0.006694046104489,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
37,ID18340,Comprehensive,Gold,Active,True,0.097665745098876,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
38,ID18337,Comprehensive,Silver,Expired,False,0.543178134671044,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
39,ID50350,Comprehensive,Silver,Active,True,1.23784273013853,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
40,ID49615,Comprehensive,Silver,Active,True,0.87246177656913,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
41,ID49631,Third Party,Silver,Active,True,0.948752659728088,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
42,ID18366,Comprehensive,Gold,Active,True,0.553428118414445,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
43,ID82561,Comprehensive,Silver,Active,True,0.617548399934343,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
44,ID00105,Third Party,Basic,Active,True,0.543271734064491,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
45,ID00087,Comprehensive,Silver,Expired,False,0.046563507875534,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
46,ID88517,Comprehensive,Silver,Active,True,1.24537927606878,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
47,ID88529,Comprehensive,Gold,Active,True,1.12075280898939,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
48,ID88521,Comprehensive,Basic,Active,True,0.655797733095814,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
49,ID18852,Third Party,Silver,Active,True,0.501741831254825,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
50,ID18212,Comprehensive,Silver,Active,True,0.666369370967389,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
51,ID18225,Comprehensive,Basic,Active,True,0.269100823983022,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
52,ID88458,Comprehensive,Gold,Active,True,0.101821771525035,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
53,ID50559,Comprehensive,Gold,Active,True,0.788077746180695,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
54,ID50557,Comprehensive,Gold,Active,True,1.19855900873762,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
55,ID50555,Third Party,Basic,Active,True,0.024560614860251,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
56,ID18239,Third Party,Silver,Active,True,0.121031069907368,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
57,ID82507,Comprehensive,Gold,Cancelled,False,0.091569584171607,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
58,ID82529,Comprehensive,Gold,Active,True,0.081410792672678,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
59,ID82519,Third Party,Silver,Active,True,0.17692405263118,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
60,ID30142,Third Party,Gold,Active,True,1.2024127095852,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
61,ID49529,Comprehensive,Gold,Expired,False,0.678613827969553,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
62,ID18811,Comprehensive,Silver,Expired,False,1.03277260444206,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
63,ID50463,Comprehensive,Basic,Active,True,1.21171736998478,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
64,ID18784,Comprehensive,Gold,Active,True,0.362233500550605,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
65,ID50929,Comprehensive,Silver,Active,True,0.645222436171708,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
66,ID18985,Comprehensive,Gold,Active,True,0.4016254069548,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
67,ID50873,Comprehensive,Gold,Active,True,0.493270794478122,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
68,ID50822,Comprehensive,Silver,Active,True,0.011170156872153,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
69,ID49238,Comprehensive,Gold,Expired,False,0.486928333910047,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
70,ID49260,Comprehensive,Silver,Active,True,0.541125843216539,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
71,ID49251,Comprehensive,Gold,Active,True,0.067075644664545,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
72,ID50774,Third Party,Silver,Active,True,0.832273938513544,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
73,ID50772,Comprehensive,Gold,Active,True,1.15446153572976,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
74,ID49269,Comprehensive,Gold,Active,True,0.002786938225836,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
75,ID18916,Comprehensive,Silver,Active,True,0.358202105449803,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
76,ID18123,Third Party,Silver,Active,True,1.18395086587118,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
77,ID88435,Third Party,Gold,Active,True,0.58345495440173,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
78,ID18115,Comprehensive,Gold,Active,True,0.548995868427689,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
79,ID50627,Comprehensive,Gold,Expired,False,0.246285691799066,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
80,ID50585,Comprehensive,Gold,Active,True,0.034891321976419,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
81,ID51075,Comprehensive,Silver,Active,True,0.049028016016469,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
82,ID17905,Third Party,Basic,Active,True,0.040312770663975,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
83,ID49070,Third Party,Silver,Active,True,1.18104887348755,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
84,ID49094,Third Party,Silver,Active,True,0.444718857105923,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
85,ID19050,Third Party,Gold,Active,True,0.261913836761373,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
86,ID51056,Comprehensive,Silver,Active,True,1.12040073898882,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
87,ID19020,Third Party,Gold,Active,True,0.044673671796534,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
88,ID51044,Comprehensive,Gold,Active,True,0.08453530891657,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
89,ID82451,Third Party,Gold,Active,True,0.033977494248471,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
90,ID82703,Comprehensive,Silver,Active,True,1.13604958094296,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
91,ID82472,Comprehensive,Basic,Active,True,1.12293558102854,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
92,ID50993,Comprehensive,Silver,Active,True,0.408696379421142,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
93,ID17967,Comprehensive,Gold,Active,True,0.792200507748446,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
94,ID88383,Third Party,Basic,Active,True,1.20716510654512,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
95,ID51023,Comprehensive,Gold,Active,True,0.708665111075232,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
96,ID50940,Comprehensive,Gold,Active,True,0.10801612883953,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
97,ID19149,Comprehensive,Silver,Active,True,0.65891949385929,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
98,ID51401,Third Party,Gold,Active,True,0.097976689818416,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
99,ID51423,Comprehensive,Silver,Active,True,0.880366200969797,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
100,ID51359,Comprehensive,Silver,Cancelled,False,0.085683332693801,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
101,ID51308,Comprehensive,Basic,Active,True,0.093717029997297,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
102,ID88319,Comprehensive,Silver,Active,True,0.213499816594854,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
103,ID88329,Comprehensive,Silver,Active,True,1.07000714051013,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
104,ID88750,Comprehensive,Silver,Active,True,0.25123679073527,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
105,ID51225,Third Party,Silver,Active,True,1.16528537136275,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
106,ID51179,Third Party,Silver,Active,True,0.072926351931013,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
107,ID17872,Comprehensive,Basic,Active,True,0.334662500117312,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
108,ID17853,Comprehensive,Gold,Active,True,0.129015602990825,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
109,ID82410,Comprehensive,Gold,Active,True,0.247393980828494,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
110,ID00170,Comprehensive,Gold,Expired,False,0.859511573066764,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
111,ID49055,Comprehensive,Basic,Active,True,0.796311868262311,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
112,ID17895,Comprehensive,Silver,Active,True,0.360108871081213,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
113,ID19209,Comprehensive,Basic,Active,True,0.03543340960556,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
114,ID17700,Comprehensive,Basic,Active,True,0.540549712268602,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
115,ID17697,Third Party,Gold,Active,True,0.14502350594721,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
116,ID51567,Comprehensive,Basic,Active,True,0.153610119369548,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
117,ID51555,Comprehensive,Basic,Expired,False,0.03246446967816,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
118,ID17723,Comprehensive,Basic,Active,True,0.073882098543205,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
119,ID48888,Comprehensive,Basic,Expired,False,0.00339980929112,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
120,ID94102,Comprehensive,Basic,Expired,False,0.103520071495806,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
121,ID51441,Third Party,Gold,Active,True,0.576577286189974,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
122,ID51464,Comprehensive,Basic,Active,True,1.08297879235654,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
123,ID48934,Third Party,Basic,Active,True,0.080179627578032,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
124,ID82386,Third Party,Silver,Active,True,0.088953056022673,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
125,ID30201,Comprehensive,Basic,Active,True,0.679205348608602,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
126,ID88303,Third Party,Gold,Active,True,0.089731652489031,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
127,ID17745,Comprehensive,Basic,Active,True,0.340880202541757,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
128,ID88757,Third Party,Gold,Active,True,0.090429194148549,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
129,ID88796,Comprehensive,Basic,Active,True,0.59448289525158,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
130,ID17597,Comprehensive,Basic,Active,True,0.991213947977052,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
131,ID48788,Third Party,Basic,Active,True,0.139573252290157,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
132,ID48817,Comprehensive,Gold,Active,True,1.24336245694257,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
133,ID48836,Comprehensive,Basic,Active,True,0.772145933295728,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
134,ID19225,Comprehensive,Gold,Active,True,0.629695110969083,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
135,ID17609,Third Party,Basic,Active,True,0.226675652083041,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
136,ID17604,Third Party,Gold,Active,True,0.07823527966505,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
137,ID51681,Comprehensive,Gold,Expired,False,0.691729236864241,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
138,ID51677,Comprehensive,Basic,Active,True,0.503995492942497,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
139,ID30226,Comprehensive,Silver,Cancelled,False,0.009316602269395,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
140,ID82380,Comprehensive,Basic,Active,True,0.636335732830023,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
141,ID51635,Comprehensive,Gold,Active,True,0.317322577680197,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
142,ID17644,Comprehensive,Gold,Active,True,0.775823358445638,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
143,ID88258,Third Party,Silver,Active,True,1.04494571554082,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
144,ID17635,Third Party,Silver,Active,True,0.247191382545614,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
145,ID94396,Third Party,Basic,Active,True,1.12185942283232,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
146,ID19344,Third Party,Basic,Cancelled,False,0.117032903536971,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
147,ID19341,Third Party,Gold,Active,True,0.314736668038703,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
148,ID51905,Third Party,Basic,Active,True,1.11448484627568,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
149,ID51916,Third Party,Gold,Active,True,0.813588030928167,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
150,ID19307,Comprehensive,Basic,Active,True,0.963128915846536,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
151,ID51819,Comprehensive,Silver,Active,True,0.124068342445965,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
152,ID17503,Comprehensive,Silver,Active,True,0.579848900854913,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
153,ID51806,Comprehensive,Basic,Active,True,0.648844431956178,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
154,ID51799,Third Party,Silver,Active,True,0.257012529347251,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
155,ID82296,Comprehensive,Silver,Active,True,0.058176735596298,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
156,ID82344,Comprehensive,Silver,Active,True,0.011793006423421,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
157,ID00209,Comprehensive,Gold,Active,True,1.22738835068068,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
158,ID51775,Comprehensive,Basic,Expired,False,0.169218961934907,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
159,ID51785,Comprehensive,Gold,Active,True,0.392247160779299,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
160,ID51726,Third Party,Gold,Active,True,0.931511795040035,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
161,ID19423,Third Party,Gold,Active,True,0.277259349526516,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
162,ID19418,Comprehensive,Gold,Active,True,1.22897109296006,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
163,ID52085,Comprehensive,Basic,Expired,False,0.091596257870707,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
164,ID94411,Third Party,Silver,Expired,False,0.79357559145335,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
165,ID48491,Comprehensive,Gold,Active,True,0.481964438821683,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
166,ID52052,Comprehensive,Silver,Expired,False,0.188159508327278,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
167,ID51992,Comprehensive,Silver,Active,True,0.052137497239593,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
168,ID17415,Comprehensive,Gold,Expired,False,0.14120197009229,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
169,ID52049,Comprehensive,Silver,Active,True,0.409173609040174,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
170,ID88836,Comprehensive,Gold,Active,True,0.58273750920832,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
171,ID17432,Comprehensive,Gold,Active,True,0.192183689596263,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
172,ID30270,Comprehensive,Silver,Active,True,0.04438341684448,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
173,ID30267,Comprehensive,Gold,Active,True,0.445266294058438,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
174,ID94082,Comprehensive,Gold,Active,True,0.132409886706699,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
175,ID48600,Comprehensive,Gold,Active,True,0.066126443354836,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
176,ID51943,Comprehensive,Silver,Active,True,0.400280140752538,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
177,ID17266,Third Party,Silver,Active,True,0.680183553059805,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
178,ID19460,Comprehensive,Basic,Active,True,0.37436032813702,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
179,ID48419,Comprehensive,Basic,Active,True,0.14903197265975,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
180,ID48414,Comprehensive,Basic,Active,True,1.13726765150265,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
181,ID52284,Third Party,Silver,Active,True,0.08533187964022,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
182,ID88122,Comprehensive,Basic,Active,True,0.083570596256519,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
183,ID52204,Comprehensive,Gold,Active,True,0.216221223030358,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
184,ID48468,Third Party,Basic,Active,True,0.331380728137428,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
185,ID52196,Third Party,Gold,Active,True,0.087481310361589,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
186,ID52167,Comprehensive,Basic,Active,True,0.584168296201638,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
187,ID52159,Comprehensive,Silver,Active,True,0.890683937711717,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
188,ID48504,Comprehensive,Gold,Active,True,0.676488146360458,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
189,ID88146,Comprehensive,Basic,Cancelled,False,0.05814752668807,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
190,ID88140,Third Party,Silver,Active,True,0.092012390464996,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
191,ID88138,Third Party,Gold,Active,True,1.09766960541252,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
192,ID52126,Third Party,Basic,Active,True,0.588238135578721,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
193,ID52430,Comprehensive,Gold,Active,True,1.15292168865559,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
194,ID48352,Comprehensive,Basic,Active,True,1.14385757495883,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
195,ID52381,Third Party,Gold,Active,True,0.404661026386484,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
196,ID52380,Comprehensive,Basic,Active,True,0.003152437484395,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
197,ID88111,Comprehensive,Basic,Active,True,0.175490410056817,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
198,ID17194,Comprehensive,Basic,Active,True,0.399317325062317,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
199,ID17189,Comprehensive,Gold,Active,True,0.481577938754963,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
200,ID19524,Comprehensive,Basic,Active,True,0.317618969550968,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
201,ID19513,Third Party,Gold,Active,True,0.123589841690772,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
202,ID48364,Third Party,Gold,Expired,False,1.13438641498489,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
203,ID48394,Third Party,Basic,Active,True,0.092757744297026,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
204,ID00257,Comprehensive,Gold,Active,True,0.032256715749499,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
205,ID30335,Comprehensive,Silver,Active,True,0.717488408033635,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
206,ID52311,Comprehensive,Silver,Cancelled,False,1.02180543287021,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
207,ID52329,Comprehensive,Silver,Active,True,0.002918758585957,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
208,ID19484,Comprehensive,Basic,Active,True,0.744692135508173,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
209,ID88043,Comprehensive,Basic,Active,True,0.608454456989278,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
210,ID52597,Comprehensive,Gold,Active,True,0.750682541913971,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
211,ID17079,Comprehensive,Silver,Active,True,0.461891212797142,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
212,ID17077,Third Party,Silver,Active,True,0.127601287498076,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
213,ID52583,Comprehensive,Gold,Active,True,1.07264617555282,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
214,ID48304,Comprehensive,Silver,Active,True,0.508128773826461,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
215,ID19546,Comprehensive,Basic,Expired,False,0.092722172198379,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
216,ID94044,Comprehensive,Gold,Active,True,0.073791717862208,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
217,ID17120,Comprehensive,Silver,Active,True,1.24988129083787,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
218,ID94039,Third Party,Silver,Active,True,0.205096655393776,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
219,ID82178,Comprehensive,Gold,Active,True,0.967444775504188,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
220,ID82176,Comprehensive,Gold,Active,True,0.088221469386196,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
221,ID82175,Third Party,Silver,Active,True,0.698359057858679,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
222,ID82232,Comprehensive,Basic,Active,True,1.03913878600598,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
223,ID94449,Comprehensive,Basic,Active,True,0.669884849857413,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
224,ID52432,Comprehensive,Basic,Active,True,1.04841781880755,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
225,ID52888,Third Party,Basic,Expired,False,0.34472458619797,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
