customer_sk,gender,customer_age,has_driving_license,previously_insured,region,age_band
265,Male,20,1,0,45.0,18-25
266,Male,20,1,0,15.0,18-25
267,Female,20,1,1,25.0,18-25
268,Male,20,1,0,50.0,18-25
269,Male,20,1,0,8.0,18-25
270,Female,20,1,0,43.0,18-25
271,Male,20,1,0,12.0,18-25
272,Male,20,1,0,30.0,18-25
273,Female,20,1,1,35.0,18-25
274,Male,20,1,0,47.0,18-25
275,Male,20,1,0,8.0,18-25
276,Male,20,1,0,45.0,18-25
277,Female,20,1,1,2.0,18-25
278,Male,20,1,1,35.0,18-25
279,Female,20,1,1,28.0,18-25
280,Female,20,1,0,22.0,18-25
281,Male,20,1,0,41.0,18-25
282,Female,20,1,1,16.0,18-25
283,Male,20,1,0,8.0,18-25
284,Female,20,1,0,8.0,18-25
285,Male,20,1,0,47.0,18-25
286,Female,20,1,0,45.0,18-25
287,Male,20,1,0,36.0,18-25
288,Female,20,1,0,37.0,18-25
289,Female,20,1,0,46.0,18-25
290,Female,20,1,0,15.0,18-25
291,Female,20,1,1,50.0,18-25
292,Female,20,1,1,30.0,18-25
293,Female,20,1,1,17.0,18-25
294,Male,20,1,0,50.0,18-25
295,Male,20,1,0,34.0,18-25
296,Female,20,1,0,8.0,18-25
297,Female,20,1,0,2.0,18-25
298,Male,20,1,1,8.0,18-25
299,Male,20,1,0,13.0,18-25
300,Female,20,1,1,46.0,18-25
301,Male,20,1,1,6.0,18-25
302,Male,20,1,1,46.0,18-25
303,Female,20,1,0,27.0,18-25
304,Female,20,1,1,8.0,18-25
305,Male,20,1,0,37.0,18-25
306,Female,20,1,0,8.0,18-25
307,Male,20,1,1,15.0,18-25
308,Female,20,1,0,36.0,18-25
309,Female,20,1,1,3.0,18-25
310,Male,20,1,0,8.0,18-25
311,Female,20,1,1,46.0,18-25
312,Female,20,1,0,5.0,18-25
313,Male,20,1,1,50.0,18-25
314,Female,20,1,0,8.0,18-25
315,Female,20,1,0,36.0,18-25
316,Female,20,1,0,27.0,18-25
317,Male,20,1,0,3.0,18-25
318,Female,20,1,1,8.0,18-25
319,Male,20,1,1,35.0,18-25
320,Female,20,1,1,30.0,18-25
321,Male,20,1,0,4.0,18-25
322,Female,20,1,0,8.0,18-25
323,Male,20,1,0,2.0,18-25
324,Male,20,1,1,49.0,18-25
325,Female,20,1,1,15.0,18-25
326,Female,20,1,0,43.0,18-25
327,Female,20,1,1,36.0,18-25
328,Male,20,1,1,8.0,18-25
329,Male,20,1,0,8.0,18-25
330,Male,20,1,1,46.0,18-25
331,Male,20,1,0,28.0,18-25
332,Female,20,1,1,32.0,18-25
333,Female,20,1,1,4.0,18-25
334,Female,20,1,0,3.0,18-25
335,Female,20,1,0,8.0,18-25
336,Female,20,1,0,3.0,18-25
337,Male,20,1,0,8.0,18-25
338,Female,20,1,0,15.0,18-25
339,Female,20,1,0,9.0,18-25
340,Female,20,1,1,46.0,18-25
341,Female,20,1,1,8.0,18-25
342,Male,20,1,0,25.0,18-25
343,Male,20,1,0,46.0,18-25
344,Female,20,1,0,8.0,18-25
345,Female,20,1,0,15.0,18-25
346,Female,20,1,1,8.0,18-25
347,Male,20,1,0,15.0,18-25
348,Male,20,1,0,25.0,18-25
349,Male,20,1,1,10.0,18-25
350,Female,20,1,0,7.0,18-25
351,Female,20,1,1,47.0,18-25
352,Female,20,1,1,46.0,18-25
353,Female,20,1,1,3.0,18-25
354,Male,20,1,0,30.0,18-25
355,Male,20,1,1,50.0,18-25
356,Female,20,1,1,46.0,18-25
357,Male,20,1,0,24.0,18-25
358,Female,20,1,0,36.0,18-25
359,Female,20,1,1,11.0,18-25
360,Female,20,1,0,8.0,18-25
361,Female,20,1,1,46.0,18-25
362,Male,20,1,0,47.0,18-25
363,Female,20,1,0,30.0,18-25
364,Male,20,1,1,8.0,18-25
365,Female,20,1,0,13.0,18-25
366,Male,20,1,0,37.0,18-25
367,Female,20,1,0,43.0,18-25
368,Female,20,1,1,47.0,18-25
369,Female,20,1,1,30.0,18-25
370,Male,20,1,1,36.0,18-25
371,Female,20,1,0,35.0,18-25
372,Female,20,1,0,28.0,18-25
373,Male,20,1,0,20.0,18-25
374,Male,20,1,0,41.0,18-25
375,Male,20,1,0,11.0,18-25
376,Male,20,1,0,22.0,18-25
377,Male,20,1,1,46.0,18-25
378,Female,20,1,1,17.0,18-25
379,Female,20,1,1,37.0,18-25
380,Male,20,1,1,37.0,18-25
381,Male,20,1,0,24.0,18-25
382,Male,20,1,1,11.0,18-25
383,Female,20,1,1,8.0,18-25
384,Female,20,1,0,2.0,18-25
385,Male,20,1,0,25.0,18-25
386,Female,20,1,0,28.0,18-25
387,Female,20,1,1,8.0,18-25
388,Female,20,1,0,47.0,18-25
389,Male,20,1,0,8.0,18-25
390,Female,20,1,0,22.0,18-25
391,Female,20,1,0,15.0,18-25
392,Female,20,1,1,2.0,18-25
393,Male,20,1,1,46.0,18-25
394,Female,20,1,1,8.0,18-25
395,Female,20,1,0,4.0,18-25
396,Male,20,1,1,17.0,18-25
397,Male,20,1,0,30.0,18-25
398,Male,20,1,0,3.0,18-25
399,Male,20,1,0,50.0,18-25
400,Female,20,1,0,8.0,18-25
401,Male,20,1,1,46.0,18-25
402,Female,20,1,1,50.0,18-25
403,Male,20,1,1,46.0,18-25
404,Female,20,1,0,28.0,18-25
405,Male,20,1,1,6.0,18-25
406,Male,20,1,0,46.0,18-25
407,Female,20,1,0,8.0,18-25
408,Male,20,1,1,50.0,18-25
409,Female,20,1,0,37.0,18-25
410,Male,20,1,1,46.0,18-25
411,Male,20,1,0,44.0,18-25
412,Female,20,1,0,15.0,18-25
413,Male,20,1,0,30.0,18-25
414,Male,20,1,1,14.0,18-25
415,Male,20,1,1,8.0,18-25
416,Female,20,1,1,28.0,18-25
417,Female,20,1,1,46.0,18-25
418,Female,20,1,1,8.0,18-25
419,Male,20,1,0,13.0,18-25
420,Male,20,1,1,45.0,18-25
421,Female,20,1,0,8.0,18-25
422,Female,20,1,0,8.0,18-25
423,Female,20,1,1,45.0,18-25
424,Female,20,1,0,2.0,18-25
425,Male,20,1,0,46.0,18-25
426,Female,20,1,1,46.0,18-25
427,Female,20,1,0,37.0,18-25
428,Female,20,1,0,15.0,18-25
429,Female,20,1,0,3.0,18-25
430,Male,20,1,0,15.0,18-25
431,Male,20,1,0,28.0,18-25
432,Female,20,1,0,15.0,18-25
433,Female,20,1,0,14.0,18-25
434,Male,20,1,1,3.0,18-25
435,Female,20,1,1,11.0,18-25
436,Female,20,1,0,35.0,18-25
437,Female,20,1,1,46.0,18-25
438,Female,20,1,0,27.0,18-25
439,Female,20,1,1,37.0,18-25
440,Female,20,1,0,2.0,18-25
441,Male,20,1,1,30.0,18-25
442,Female,20,1,0,26.0,18-25
443,Female,20,1,0,16.0,18-25
444,Female,20,1,1,30.0,18-25
445,Male,20,1,1,46.0,18-25
446,Female,20,1,1,28.0,18-25
447,Female,20,1,1,13.0,18-25
448,Female,20,1,1,27.0,18-25
449,Female,20,1,1,46.0,18-25
450,Female,20,1,1,46.0,18-25
451,Male,20,1,0,1.0,18-25
452,Male,20,1,0,8.0,18-25
453,Male,20,1,0,15.0,18-25
454,Female,20,1,1,36.0,18-25
455,Male,20,1,0,8.0,18-25
456,Male,20,1,0,26.0,18-25
457,Female,20,1,1,3.0,18-25
458,Male,20,1,0,13.0,18-25
459,Female,20,1,0,26.0,18-25
460,Male,20,1,0,31.0,18-25
461,Female,20,1,0,35.0,18-25
462,Male,20,1,0,24.0,18-25
463,Female,20,1,0,36.0,18-25
464,Male,20,1,1,11.0,18-25
465,Male,20,1,1,8.0,18-25
466,Male,20,1,0,15.0,18-25
467,Female,20,1,0,2.0,18-25
468,Female,20,1,0,8.0,18-25
469,Female,20,1,1,37.0,18-25
470,Female,20,1,1,26.0,18-25
471,Female,20,1,1,27.0,18-25
472,Female,20,1,0,25.0,18-25
473,Male,20,1,1,37.0,18-25
474,Male,20,1,1,41.0,18-25
475,Male,20,1,0,28.0,18-25
476,Male,20,1,0,8.0,18-25
477,Male,20,1,1,36.0,18-25
478,Male,20,1,0,47.0,18-25
479,Male,20,1,1,8.0,18-25
480,Female,20,1,1,41.0,18-25
481,Female,20,1,1,9.0,18-25
482,Female,20,1,0,37.0,18-25
483,Female,20,1,1,30.0,18-25
484,Female,20,1,0,25.0,18-25
485,Female,20,1,0,36.0,18-25
486,Male,20,1,0,8.0,18-25
487,Female,20,1,1,13.0,18-25
488,Male,20,1,1,50.0,18-25
489,Female,20,1,0,30.0,18-25
490,Female,20,1,0,8.0,18-25
491,Female,20,1,1,36.0,18-25
492,Female,20,1,0,15.0,18-25
493,Male,20,1,1,39.0,18-25
494,Female,20,1,0,45.0,18-25
495,Male,20,1,0,27.0,18-25
496,Female,20,1,1,3.0,18-25
497,Male,20,1,0,47.0,18-25
498,Male,20,1,0,9.0,18-25
499,Female,20,1,1,15.0,18-25
500,Male,20,1,0,47.0,18-25
501,Male,20,1,1,9.0,18-25
502,Female,20,1,0,36.0,18-25
503,Male,20,1,0,49.0,18-25
504,Female,20,1,1,34.0,18-25
505,Female,20,1,1,50.0,18-25
506,Female,20,1,0,28.0,18-25
507,Female,20,1,0,15.0,18-25
508,Male,20,1,0,3.0,18-25
509,Female,20,1,0,5.0,18-25
510,Male,20,1,1,8.0,18-25
511,Male,20,1,0,3.0,18-25
512,Male,20,1,0,21.0,18-25
513,Female,20,1,1,27.0,18-25
514,Female,20,1,1,6.0,18-25
515,Female,20,1,0,8.0,18-25
516,Female,20,1,1,32.0,18-25
517,Female,20,1,0,28.0,18-25
518,Female,20,1,0,10.0,18-25
519,Male,20,1,1,34.0,18-25
520,Female,20,1,1,26.0,18-25
521,Male,20,1,0,36.0,18-25
522,Female,20,1,0,10.0,18-25
523,Female,20,1,0,8.0,18-25
524,Female,20,1,0,47.0,18-25
525,Male,20,1,1,39.0,18-25
526,Male,20,1,1,20.0,18-25
527,Female,20,1,1,46.0,18-25
528,Male,20,1,1,25.0,18-25
529,Male,20,1,0,24.0,18-25
530,Male,20,1,0,46.0,18-25
531,Male,20,1,0,28.0,18-25
532,Female,20,1,1,46.0,18-25
533,Male,20,1,0,25.0,18-25
534,Male,20,1,1,44.0,18-25
535,Female,20,1,1,8.0,18-25
536,Male,20,1,1,46.0,18-25
537,Female,20,1,0,11.0,18-25
538,Male,20,1,0,13.0,18-25
539,Male,20,1,0,28.0,18-25
540,Male,20,1,0,8.0,18-25
541,Female,20,1,1,46.0,18-25
542,Male,20,1,1,29.0,18-25
543,Male,20,1,1,15.0,18-25
544,Female,20,1,0,3.0,18-25
545,Female,20,1,0,2.0,18-25
546,Male,20,1,0,15.0,18-25
547,Female,20,1,0,26.0,18-25
548,Female,20,1,0,50.0,18-25
549,Female,20,1,1,3.0,18-25
550,Female,20,1,0,17.0,18-25
551,Male,20,1,1,48.0,18-25
552,Female,20,1,1,10.0,18-25
553,Male,20,1,0,9.0,18-25
554,Female,20,1,0,8.0,18-25
555,Female,20,1,0,50.0,18-25
556,Female,20,1,1,30.0,18-25
557,Female,20,1,1,8.0,18-25
558,Female,20,1,1,30.0,18-25
559,Male,20,1,0,33.0,18-25
560,Female,20,1,0,39.0,18-25
561,Male,20,1,1,35.0,18-25
562,Female,20,1,0,36.0,18-25
563,Male,20,1,0,47.0,18-25
564,Female,20,1,1,46.0,18-25
565,Female,20,1,1,46.0,18-25
566,Male,20,1,0,13.0,18-25
567,Female,20,1,0,16.0,18-25
568,Female,20,1,1,46.0,18-25
569,Male,20,1,0,17.0,18-25
570,Female,20,1,1,28.0,18-25
571,Female,20,1,0,32.0,18-25
572,Male,20,1,0,8.0,18-25
573,Male,20,1,0,3.0,18-25
574,Female,20,1,0,15.0,18-25
575,Female,20,1,0,3.0,18-25
576,Female,20,1,1,8.0,18-25
577,Female,20,1,1,8.0,18-25
578,Male,20,1,0,50.0,18-25
579,Male,20,1,0,27.0,18-25
580,Female,20,1,1,12.0,18-25
581,Male,20,1,1,39.0,18-25
582,Female,20,1,0,41.0,18-25
583,Male,20,1,0,18.0,18-25
584,Female,20,1,0,8.0,18-25
585,Male,20,1,1,8.0,18-25
586,Female,20,1,1,8.0,18-25
587,Female,20,1,0,50.0,18-25
588,Female,20,1,1,6.0,18-25
589,Male,20,1,0,46.0,18-25
590,Male,20,1,0,43.0,18-25
591,Male,20,1,0,28.0,18-25
592,Female,20,1,0,34.0,18-25
593,Male,20,1,0,28.0,18-25
594,Female,20,1,0,46.0,18-25
595,Male,20,1,0,15.0,18-25
596,Male,20,1,0,13.0,18-25
597,Male,20,1,0,37.0,18-25
598,Male,20,1,0,8.0,18-25
599,Male,20,1,0,2.0,18-25
600,Male,20,1,0,13.0,18-25
601,Male,20,1,0,4.0,18-25
602,Female,20,1,0,28.0,18-25
603,Male,20,1,1,8.0,18-25
604,Female,20,1,1,41.0,18-25
605,Female,20,1,1,46.0,18-25
606,Female,20,1,0,28.0,18-25
607,Female,20,1,0,4.0,18-25
608,Male,20,1,0,47.0,18-25
609,Male,20,1,0,46.0,18-25
610,Female,20,1,0,7.0,18-25
611,Female,20,1,1,30.0,18-25
612,Male,20,1,1,3.0,18-25
613,Female,20,1,1,8.0,18-25
614,Female,20,1,1,8.0,18-25
615,Female,20,1,0,41.0,18-25
616,Female,20,1,0,8.0,18-25
617,Female,20,1,1,5.0,18-25
618,Male,20,1,0,7.0,18-25
619,Male,20,1,0,47.0,18-25
620,Female,20,1,1,3.0,18-25
621,Female,20,1,1,46.0,18-25
622,Male,20,1,1,46.0,18-25
623,Female,20,1,0,15.0,18-25
624,Male,20,1,1,18.0,18-25
625,Female,20,1,1,15.0,18-25
626,Female,20,1,1,29.0,18-25
627,Male,20,1,0,45.0,18-25
628,Female,20,1,0,11.0,18-25
629,Male,20,1,0,46.0,18-25
630,Male,20,1,0,15.0,18-25
631,Female,20,1,0,28.0,18-25
632,Male,20,1,1,46.0,18-25
633,Male,20,1,0,50.0,18-25
634,Female,20,1,0,15.0,18-25
635,Male,20,1,1,2.0,18-25
636,Male,20,1,0,30.0,18-25
637,Female,20,1,0,6.0,18-25
638,Male,20,1,1,14.0,18-25
639,Male,20,1,0,28.0,18-25
640,Female,20,1,0,15.0,18-25
641,Male,20,1,0,26.0,18-25
642,Male,20,1,1,11.0,18-25
643,Female,20,1,0,8.0,18-25
644,Female,20,1,0,37.0,18-25
645,Female,20,1,1,8.0,18-25
646,Male,20,1,1,15.0,18-25
647,Female,20,1,0,9.0,18-25
648,Female,20,1,1,33.0,18-25
649,Male,20,1,1,10.0,18-25
650,Female,20,1,0,8.0,18-25
651,Female,20,1,0,28.0,18-25
652,Female,20,1,1,50.0,18-25
653,Male,20,1,1,46.0,18-25
654,Male,20,1,0,27.0,18-25
655,Female,20,1,1,1.0,18-25
656,Female,20,1,1,8.0,18-25
657,Male,20,1,0,8.0,18-25
658,Female,20,1,0,15.0,18-25
659,Female,20,1,0,8.0,18-25
660,Female,20,1,0,37.0,18-25
661,Female,20,1,0,45.0,18-25
662,Female,20,1,1,15.0,18-25
663,Female,20,1,1,34.0,18-25
664,Female,20,1,1,32.0,18-25
665,Female,20,1,0,17.0,18-25
666,Male,20,1,0,46.0,18-25
667,Female,20,1,1,15.0,18-25
668,Female,20,1,0,8.0,18-25
669,Male,20,1,0,15.0,18-25
670,Female,20,1,1,2.0,18-25
671,Female,20,1,0,46.0,18-25
672,Male,20,1,0,15.0,18-25
673,Female,20,1,1,39.0,18-25
674,Male,20,1,0,41.0,18-25
675,Male,20,1,1,6.0,18-25
676,Male,20,1,1,37.0,18-25
677,Female,20,1,0,5.0,18-25
678,Male,20,1,0,46.0,18-25
679,Male,20,1,0,41.0,18-25
680,Female,20,1,1,25.0,18-25
681,Male,20,1,1,35.0,18-25
682,Female,20,1,0,50.0,18-25
683,Male,20,1,0,37.0,18-25
684,Female,20,1,1,30.0,18-25
685,Male,20,1,1,46.0,18-25
686,Male,20,1,0,47.0,18-25
687,Female,20,1,0,13.0,18-25
688,Female,20,1,1,41.0,18-25
689,Female,20,1,1,8.0,18-25
690,Female,20,1,0,43.0,18-25
691,Male,20,1,1,8.0,18-25
692,Female,20,1,0,28.0,18-25
693,Male,20,1,1,36.0,18-25
694,Female,20,1,0,49.0,18-25
695,Female,20,1,1,35.0,18-25
696,Male,20,1,0,8.0,18-25
697,Female,20,1,0,35.0,18-25
698,Female,20,1,0,2.0,18-25
699,Female,20,1,1,46.0,18-25
700,Male,20,1,0,13.0,18-25
701,Male,20,1,0,2.0,18-25
702,Male,20,1,0,34.0,18-25
703,Male,20,1,0,39.0,18-25
704,Female,20,1,1,46.0,18-25
705,Female,20,1,0,46.0,18-25
706,Male,20,1,1,2.0,18-25
707,Female,20,1,0,2.0,18-25
708,Female,20,1,1,24.0,18-25
709,Male,20,1,0,30.0,18-25
710,Female,20,1,0,15.0,18-25
711,Female,20,1,1,26.0,18-25
712,Male,20,1,0,47.0,18-25
713,Male,20,1,0,8.0,18-25
714,Male,20,1,1,13.0,18-25
715,Female,20,1,0,35.0,18-25
716,Female,20,1,0,8.0,18-25
717,Male,20,1,1,4.0,18-25
718,Female,20,1,0,3.0,18-25
719,Female,20,1,0,18.0,18-25
720,Male,20,1,0,3.0,18-25
721,Female,20,1,1,8.0,18-25
722,Male,20,1,0,8.0,18-25
723,Female,20,1,0,34.0,18-25
724,Female,20,1,1,8.0,18-25
725,Male,20,1,1,41.0,18-25
726,Male,20,1,0,8.0,18-25
727,Male,20,1,1,8.0,18-25
728,Female,20,1,0,11.0,18-25
729,Female,20,1,1,46.0,18-25
730,Female,20,1,1,3.0,18-25
731,Male,20,1,1,43.0,18-25
732,Male,20,1,0,35.0,18-25
733,Female,20,1,1,17.0,18-25
